Explorers 2974486_5709773144064000_Explorers.c [["IfStmt", 8.250000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.267700e+01], ["UnaryOperator", 2.521638e+01], ["CallExpr", 7.293413e+00], ["BreakStmt", 8.927002e+00], ["ParenExpr", 2.402629e+01], ["CaseStmt", 8.927006e+00], ["IntegerLiteral", 6.487374e+00], ["DeclRefExpr", 2.780967e+01], ["Var", 1.618557e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029224e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.958333e+00], ["ImplicitCastExpr", 1.033065e+01], ["CStyleCastExpr", 5.017256e+00], ["MemberExpr", 1.066197e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.454760e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.447801e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.404717e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
Explorers 2974486_5756407898963968_Explorers.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.305682e+01], ["UnaryOperator", 2.523643e+01], ["CallExpr", 7.672043e+00], ["CaseStmt", 9.094117e+00], ["IntegerLiteral", 6.358883e+00], ["DeclRefExpr", 2.816817e+01], ["Var", 1.750000e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.094117e+00], ["ParenExpr", 2.442476e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026252e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.240740e+00], ["MemberExpr", 1.079461e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.500706e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.494680e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.292800e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.014938e+00]] 
float 1460488_1483485_float.c [["CallExpr", 7.547482e+00], ["IfStmt", 8.250000e+00], ["UnaryOperator", 2.491738e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.272550e+01], ["CaseStmt", 9.016610e+00], ["IntegerLiteral", 6.356503e+00], ["DeclRefExpr", 2.786035e+01], ["Var", 1.576923e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.016608e+00], ["ParenExpr", 2.419977e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.023328e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.958333e+00], ["ImplicitCastExpr", 9.272359e+00], ["MemberExpr", 1.072580e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.467782e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.442055e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.429565e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.013386e+00]] 
float 1460488_1483488_float.c [["CallExpr", 7.315475e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.547262e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.264151e+01], ["BreakStmt", 8.917562e+00], ["ParenExpr", 2.431684e+01], ["CaseStmt", 8.917562e+00], ["IntegerLiteral", 6.527246e+00], ["DeclRefExpr", 2.809341e+01], ["Var", 1.735294e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.031229e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.050135e+01], ["CStyleCastExpr", 5.018517e+00], ["MemberExpr", 1.067302e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.486009e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.451027e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.404717e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
float 1460488_1595491_float.c [["CallExpr", 7.337278e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.495947e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.268155e+01], ["CaseStmt", 8.909724e+00], ["IntegerLiteral", 6.471606e+00], ["DeclRefExpr", 2.769565e+01], ["Var", 1.833334e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.909719e+00], ["ParenExpr", 2.401320e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029044e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.036873e+01], ["MemberExpr", 1.064042e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.450192e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.471317e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016963e+00]] 
float 2270488_2449486_float.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.271133e+01], ["UnaryOperator", 2.531481e+01], ["CallExpr", 7.421965e+00], ["CaseStmt", 8.955325e+00], ["IntegerLiteral", 6.464095e+00], ["DeclRefExpr", 2.801613e+01], ["Var", 1.818182e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.955328e+00], ["ParenExpr", 2.425628e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.028603e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.024554e+01], ["MemberExpr", 1.067838e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.476458e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.488068e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.412844e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016664e+00]] 
float 2270488_2453486_float.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.275637e+01], ["UnaryOperator", 2.527423e+01], ["CallExpr", 7.598901e+00], ["CaseStmt", 8.983607e+00], ["IntegerLiteral", 6.493558e+00], ["DeclRefExpr", 2.794423e+01], ["Var", 1.818182e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.983607e+00], ["ParenExpr", 2.424594e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.032689e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.011989e+01], ["MemberExpr", 1.070264e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.474854e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.473415e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.418333e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.018497e+00]] 
float 2270488_2463486_float.c [["IfStmt", 8.333333e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.271475e+01], ["UnaryOperator", 2.494920e+01], ["CallExpr", 7.337278e+00], ["BreakStmt", 8.941608e+00], ["ParenExpr", 2.384613e+01], ["CaseStmt", 8.941609e+00], ["IntegerLiteral", 6.441222e+00], ["DeclRefExpr", 2.752740e+01], ["Var", 1.735294e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.028203e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.028395e+01], ["CStyleCastExpr", 5.016452e+00], ["MemberExpr", 1.068103e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.434501e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.466851e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.425893e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
float 2974486_5709773144064000_float.c [["CallExpr", 7.293411e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.486610e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.263751e+01], ["BreakStmt", 8.900707e+00], ["ParenExpr", 2.394956e+01], ["CaseStmt", 8.900711e+00], ["IntegerLiteral", 6.496614e+00], ["DeclRefExpr", 2.758169e+01], ["Var", 1.841122e+00], ["Empty", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029791e+00], ["Record", 1.000000e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.078567e+01], ["CStyleCastExpr", 5.017879e+00], ["MemberExpr", 1.065684e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.439277e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.485713e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.404717e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
float 2974486_5756407898963968_float.c [["IfStmt", 8.400000e+00], ["SwitchStmt", 7.454545e+00], ["ArraySubscriptExpr", 1.285522e+01], ["UnaryOperator", 2.556920e+01], ["CallExpr", 7.809278e+00], ["CaseStmt", 9.096044e+00], ["IntegerLiteral", 6.338750e+00], ["DeclRefExpr", 2.838242e+01], ["Var", 1.875912e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.096041e+00], ["ParenExpr", 2.462351e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.022334e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 7.000000e+00], ["CompoundStmt", 7.368421e+00], ["ImplicitCastExpr", 9.006189e+00], ["MemberExpr", 1.077995e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.517442e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.498752e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.423016e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.012950e+00]] 
goober 1460488_1483485_goober.c [["CallExpr", 7.232143e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.506923e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.233881e+01], ["BreakStmt", 8.926468e+00], ["ParenExpr", 2.401245e+01], ["CaseStmt", 8.926475e+00], ["IntegerLiteral", 6.492117e+00], ["DeclRefExpr", 2.770970e+01], ["Var", 1.735294e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029057e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.645161e+00], ["ImplicitCastExpr", 1.045621e+01], ["CStyleCastExpr", 5.017270e+00], ["MemberExpr", 1.065812e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.449523e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.450925e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.401904e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
goober 1460488_1483488_goober.c [["CallExpr", 7.321429e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.504851e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.264049e+01], ["BreakStmt", 8.907798e+00], ["ParenExpr", 2.387547e+01], ["CaseStmt", 8.907798e+00], ["IntegerLiteral", 6.496688e+00], ["DeclRefExpr", 2.759720e+01], ["Var", 1.735294e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029851e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.058335e+01], ["CStyleCastExpr", 5.017787e+00], ["MemberExpr", 1.066578e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.437293e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.456406e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.404717e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
goober 1460488_1595491_goober.c [["CallExpr", 7.337275e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.532457e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.274735e+01], ["CaseStmt", 8.935718e+00], ["IntegerLiteral", 6.445183e+00], ["DeclRefExpr", 2.798773e+01], ["Var", 1.728156e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.935716e+00], ["ParenExpr", 2.423732e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.027201e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.031325e+01], ["MemberExpr", 1.069126e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.473561e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.479221e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015750e+00]] 
goober 2270488_2449486_goober.c [["IfStmt", 8.375000e+00], ["CallExpr", 7.580110e+00], ["UnaryOperator", 2.520875e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.281274e+01], ["CaseStmt", 9.054315e+00], ["IntegerLiteral", 6.384729e+00], ["DeclRefExpr", 2.802383e+01], ["Var", 1.756302e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.054317e+00], ["ParenExpr", 2.434840e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026023e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.497239e+00], ["MemberExpr", 1.075462e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.484392e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.491799e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.014894e+00]] 
goober 2270488_2453486_goober.c [["CallExpr", 7.421965e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.495437e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.273395e+01], ["CaseStmt", 8.966660e+00], ["IntegerLiteral", 6.402235e+00], ["DeclRefExpr", 2.777371e+01], ["Var", 1.803571e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.966664e+00], ["ParenExpr", 2.408513e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026504e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.623174e+00], ["MemberExpr", 1.071948e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.458808e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.490818e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.384259e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015290e+00]] 
goober 2270488_2463486_goober.c [["CallExpr", 7.298248e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.508775e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.266345e+01], ["CaseStmt", 8.907851e+00], ["IntegerLiteral", 6.471381e+00], ["DeclRefExpr", 2.770900e+01], ["Var", 1.853211e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.907851e+00], ["ParenExpr", 2.401534e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.030519e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.857143e+00], ["ImplicitCastExpr", 1.034601e+01], ["MemberExpr", 1.067526e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.449236e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.474074e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.384259e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.017859e+00]] 
goober 2974486_5709773144064000_goober.c [["CallExpr", 7.293413e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.514075e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.267371e+01], ["BreakStmt", 8.907143e+00], ["ParenExpr", 2.416820e+01], ["CaseStmt", 8.907143e+00], ["IntegerLiteral", 6.529999e+00], ["DeclRefExpr", 2.791587e+01], ["Var", 1.841122e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.032063e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.050285e+01], ["CStyleCastExpr", 5.019068e+00], ["MemberExpr", 1.065854e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.468687e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.481772e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.404717e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
goober 2974486_5756407898963968_goober.c [["CallExpr", 7.776042e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.546114e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.274622e+01], ["CaseStmt", 9.116280e+00], ["IntegerLiteral", 6.327608e+00], ["DeclRefExpr", 2.823179e+01], ["Var", 1.708661e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.116280e+00], ["ParenExpr", 2.449106e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.020981e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 8.807154e+00], ["MemberExpr", 1.079198e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.501240e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.475450e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.418018e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.012310e+00]] 
HonMing 1460488_1483485_HonMing.c [["CallExpr", 7.349113e+00], ["IfStmt", 8.250000e+00], ["UnaryOperator", 2.479038e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.275929e+01], ["BreakStmt", 8.913672e+00], ["ParenExpr", 2.384890e+01], ["CaseStmt", 8.913672e+00], ["IntegerLiteral", 6.477920e+00], ["DeclRefExpr", 2.758643e+01], ["Var", 1.625000e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.030902e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.958333e+00], ["ImplicitCastExpr", 1.021385e+01], ["CStyleCastExpr", 5.017821e+00], ["MemberExpr", 1.066851e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.435660e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.440633e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.426549e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
HonMing 1460488_1483488_HonMing.c [["CallExpr", 7.385962e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.503726e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.275928e+01], ["CaseStmt", 8.910960e+00], ["IntegerLiteral", 6.449480e+00], ["DeclRefExpr", 2.766344e+01], ["Var", 1.728156e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.910955e+00], ["ParenExpr", 2.398129e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029377e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.022319e+01], ["MemberExpr", 1.063990e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.445148e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.462115e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.425000e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016900e+00]] 
HonMing 1460488_1595491_HonMing.c [["CallExpr", 7.337275e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.485277e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.270983e+01], ["CaseStmt", 8.932384e+00], ["IntegerLiteral", 6.502578e+00], ["DeclRefExpr", 2.782319e+01], ["Var", 1.728156e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.932384e+00], ["ParenExpr", 2.407297e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.031567e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.038120e+01], ["MemberExpr", 1.066758e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.456657e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.469002e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.018374e+00]] 
HonMing 2270488_2449486_HonMing.c [["CallExpr", 7.401164e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.500631e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.263163e+01], ["CaseStmt", 8.947728e+00], ["IntegerLiteral", 6.458855e+00], ["DeclRefExpr", 2.773640e+01], ["Var", 1.825688e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.947734e+00], ["ParenExpr", 2.407157e+01], ["StringLiteral", 3.000000e+00], ["Type", 6.028416e+00], ["Record", 1.000000e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.015684e+01], ["MemberExpr", 1.068834e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.455952e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.466834e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.420721e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016618e+00]] 
HonMing 2270488_2453486_HonMing.c [["CallExpr", 7.442529e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.531417e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.277979e+01], ["CaseStmt", 8.936454e+00], ["IntegerLiteral", 6.427313e+00], ["DeclRefExpr", 2.787602e+01], ["Var", 1.818182e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.936454e+00], ["ParenExpr", 2.418499e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026692e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.938003e+00], ["MemberExpr", 1.069948e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.469167e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.489745e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.423214e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015454e+00]] 
